id,label,numFollowers
@TODAYshow,@TODAYshow,4223287
@covideuskal,@covideuskal,1595
@MarkPiper2020,@MarkPiper2020,436
@librosbuscados,@librosbuscados,2781
@blouseblanche75,@blouseblanche75,4893
@LoriBTucker1,@LoriBTucker1,427
@dduane,@dduane,22109
@NursingJournal_,@NursingJournal_,3629
@AndytheCorsair,@AndytheCorsair,937
@jvcdelaney,@jvcdelaney,3598
@PIBChandigarh,@PIBChandigarh,11202
@Buteurexcentre,@Buteurexcentre,464
@sea_bouy,@sea_bouy,5529
@FrKretschBuch,@FrKretschBuch,833
@canal_chile,@canal_chile,86690
@RogowskiBubba,@RogowskiBubba,2745
@bcn_hg,@bcn_hg,9437
@ImpGalleryPhoto,@ImpGalleryPhoto,9244
@alanjoh1949,@alanjoh1949,3465
@Murciasalud,@Murciasalud,23542
@residpalmarview,@residpalmarview,260
@writenrun,@writenrun,719
@JantantraTv,@JantantraTv,5875
@EnLinea_Puebla,@EnLinea_Puebla,4473
@AyannaPressley,@AyannaPressley,1106100
@girls_can,@girls_can,3555
@RosectmindsI,@RosectmindsI,773
@didwania1,@didwania1,40
@ForsanHindi,@ForsanHindi,1212
@SALT461,@SALT461,456
@bibliogrrl,@bibliogrrl,1935
@wanderlusterers,@wanderlusterers,1439
@sdbaral,@sdbaral,42014
@LongCovidCanada,@LongCovidCanada,4367
@TheAngryEpi,@TheAngryEpi,20822
@ActivistAlberta,@ActivistAlberta,4229
@cluv_jc,@cluv_jc,192
@UNICEFBolivia,@UNICEFBolivia,7791
@GiorgiaLodi,@GiorgiaLodi,2584
@naveenthacker,@naveenthacker,71127
@PuntoSicuro,@PuntoSicuro,2457
@JapenSarawak,@JapenSarawak,15326
@DrNancyFreeman,@DrNancyFreeman,1129
@SevenLacroix,@SevenLacroix,424
@EinhornHuhnSchm,@EinhornHuhnSchm,614
@YogiBabaUK,@YogiBabaUK,25
@XavierAbadMdG,@XavierAbadMdG,11064
@zOt8W6puolhZm1j,@zOt8W6puolhZm1j,189
@maximillian_alv,@maximillian_alv,17208
@Ajaybis,@Ajaybis,21045
@BakhleD,@BakhleD,2927
@Scrambu11,@Scrambu11,2597
@CCollinsPhD,@CCollinsPhD,2369
@alikhan28,@alikhan28,4690
@RKMetcalfe,@RKMetcalfe,351
@665xao,@665xao,11
@CSursum,@CSursum,173
@Tom_Fiedler,@Tom_Fiedler,2498
@dumbkid1996,@dumbkid1996,99
@Official_Fc_,@Official_Fc_,481
@PMPmagToday,@PMPmagToday,5373
@UrsulaBethManzo,@UrsulaBethManzo,1121
@409RAA,@409RAA,2
@1CryptoRyder,@1CryptoRyder,631
@ARCProGroup,@ARCProGroup,1032
@eldiario_net,@eldiario_net,47445
@LerouxArthur10,@LerouxArthur10,10383
@TripleHay001,@TripleHay001,10458
@PeterDooleyDUB,@PeterDooleyDUB,4971
@Sword0fJedi,@Sword0fJedi,1654
@htTweets,@htTweets,8488118
@Lorraineathert4,@Lorraineathert4,1938
@ObservatorioFN,@ObservatorioFN,15314
@Michael54451402,@Michael54451402,388
@Nandilaure,@Nandilaure,5127
@urbano_noticias,@urbano_noticias,5870
@tchock_,@tchock_,104
@krishna_u,@krishna_u,1591
@Gestionpe,@Gestionpe,1488381
@josianecossette,@josianecossette,1870
@yoncabulutmd,@yoncabulutmd,15055
@VMNVD,@VMNVD,10135
@LuluWalcott1,@LuluWalcott1,2282
@chasewnelson,@chasewnelson,3301
@hetvii_shah,@hetvii_shah,171
@GalNooks,@GalNooks,1946
@Iwantoffearth,@Iwantoffearth,179
@Li_ba_sse,@Li_ba_sse,3056
@rodinfo0,@rodinfo0,1043
@TheMFingCOO,@TheMFingCOO,13474
@RBananes,@RBananes,2311
@JohanaTablada,@JohanaTablada,20070
@alawishus_,@alawishus_,164
@SinghLinasing1,@SinghLinasing1,542
@SegunMisDatos,@SegunMisDatos,4255
@KontanNews,@KontanNews,363508
@PoliticalToonz,@PoliticalToonz,1113
@MightyMermaid87,@MightyMermaid87,511
@InAMadWorld111,@InAMadWorld111,3985
@LaPosta_Ecu,@LaPosta_Ecu,269632
@scribersquill,@scribersquill,15725
@BoobPunchTina,@BoobPunchTina,5357
@EToniutti,@EToniutti,2401
@livemint,@livemint,2040369
@Rulaelhalabi,@Rulaelhalabi,4011
@JMil64899404,@JMil64899404,583
@fueledbyscience,@fueledbyscience,1369
@NewsDigestWeb,@NewsDigestWeb,52320
@PenduloRadial,@PenduloRadial,400
@JustJenKing,@JustJenKing,2115
@Informe21,@Informe21,87731
@CharlesPDavis,@CharlesPDavis,1669
@EpochTVus,@EpochTVus,12338
@Saved4Eternity,@Saved4Eternity,1261
@DCPatialaPb,@DCPatialaPb,549
@vinroche,@vinroche,1409
@HealthCareAfro,@HealthCareAfro,134
@nagiyev_ilham,@nagiyev_ilham,1168
@BleekerRovers,@BleekerRovers,5844
@meer_irma,@meer_irma,4849
@maajtusia,@maajtusia,1174
@makinedekiruh,@makinedekiruh,1160
@FraseSimple,@FraseSimple,4464781
@CellCellPress,@CellCellPress,180620
@nktvNE,@nktvNE,4796
@amna_news,@amna_news,95238
@puru_ag,@puru_ag,31362
@tobiasg82,@tobiasg82,329
@Lukewearechange,@Lukewearechange,300971
@DrRimmer,@DrRimmer,17159
@justiceunionau,@justiceunionau,858
@CamJourno,@CamJourno,5095
@Pnjbie,@Pnjbie,6530
@ScottJoughNJ,@ScottJoughNJ,928
@mtapscott,@mtapscott,4492
@Cmdte1Cia_402,@Cmdte1Cia_402,934
@Aspen_BOI,@Aspen_BOI,1746
@cursosdesanidad,@cursosdesanidad,829
@doritmi,@doritmi,12942
@DonaldWelsh16,@DonaldWelsh16,19761
@Tigerfan11,@Tigerfan11,949
@jackietvpsychic,@jackietvpsychic,4209
@lauriedtmann,@lauriedtmann,6100
@undarkmag,@undarkmag,63286
@thecitizenweb,@thecitizenweb,2373
@Phaedo72,@Phaedo72,52
@elisse2402,@elisse2402,345
@ItaliaEnMendoza,@ItaliaEnMendoza,6342
@TheSpec,@TheSpec,127866
@bu_unistra,@bu_unistra,2430
@SpinToWin85,@SpinToWin85,4055
@glitchedpretext,@glitchedpretext,3257
@BlackSheepAwake,@BlackSheepAwake,3330
@UnnaWindweaver,@UnnaWindweaver,182
@mckra1g,@mckra1g,10465
@imgujarat,@imgujarat,1377
@herbivore_club,@herbivore_club,52805
@SunderlandLolly,@SunderlandLolly,3430
@leQdM,@leQdM,45871
@timo_passila,@timo_passila,10
@tngadd,@tngadd,1539
@NeuroscienceNew,@NeuroscienceNew,203182
@_BABACAR,@_BABACAR,2138
@KellyO,@KellyO,337653
@or_consequences,@or_consequences,646
@bobbypelota,@bobbypelota,107
@spherical_art,@spherical_art,13313
@rebeccarandel,@rebeccarandel,1120
@WAMNEWS_ENG,@WAMNEWS_ENG,51016
@Sportzoclock,@Sportzoclock,26
@ProtCivilRonda,@ProtCivilRonda,2187
@andhrudu12,@andhrudu12,2310
@muso512,@muso512,540
@pentagonoesp,@pentagonoesp,1602
@McQHoya81,@McQHoya81,481
@Asher_Wolf,@Asher_Wolf,76724
@NROCRC,@NROCRC,2356
@rlangeen,@rlangeen,4218
@SumandoGaek,@SumandoGaek,2776
@KarolinaEKowal1,@KarolinaEKowal1,4206
@Monchi20201,@Monchi20201,86
@RamVajpeyi,@RamVajpeyi,0
@cmarctaylor,@cmarctaylor,533
@Europhobe,@Europhobe,16054
@scs_real,@scs_real,2889
@TaiwanInsider,@TaiwanInsider,2904
@4everAnnina,@4everAnnina,13514
@SaketGokhale,@SaketGokhale,223869
@TKoutsantonisMP,@TKoutsantonisMP,18120
@Ormellix,@Ormellix,15936
@DavidElfstrom,@DavidElfstrom,11057
@DoGA_CGanime,@DoGA_CGanime,4002
@WBZNightside,@WBZNightside,9649
@PatriciaMAC10,@PatriciaMAC10,2364
@prachatai_en,@prachatai_en,59350
@A_Research_Guru,@A_Research_Guru,2499
@MrBryanM_,@MrBryanM_,1143
@MoneycontrolH,@MoneycontrolH,35832
@kat_breslin,@kat_breslin,200
@seanchaibeag,@seanchaibeag,933
@SiteTaiwanInfo,@SiteTaiwanInfo,5861
@urbaninsideout,@urbaninsideout,1907
@TheHinduScience,@TheHinduScience,82497
@cspan,@cspan,2088880
@ZeeDNHNews,@ZeeDNHNews,1990
@DeoSahil,@DeoSahil,9131
@bstvlive,@bstvlive,964588
@Individual1isa1,@Individual1isa1,4483
@latinxvocesllc,@latinxvocesllc,1221
@ianmSC,@ianmSC,71447
@AthenaAkrami,@AthenaAkrami,6785
@DRLDeBoer,@DRLDeBoer,533
@correzpond,@correzpond,2427
@BHFScotland,@BHFScotland,3150
@Lynda_Art_Write,@Lynda_Art_Write,419
@VincentRK,@VincentRK,72710
@Avellinolab_USA,@Avellinolab_USA,354
@austintexasgov,@austintexasgov,197539
@adapadvocacy,@adapadvocacy,5998
@ILLGrenoble,@ILLGrenoble,5989
@MJCF45,@MJCF45,809
@kevinsinclairsk,@kevinsinclairsk,4483
@OIM_Peru,@OIM_Peru,6012
@IsobelRoutledge,@IsobelRoutledge,494
@ElmerRudd,@ElmerRudd,4525
@SusyMedri,@SusyMedri,665
@SSEBelfastArena,@SSEBelfastArena,35823
@DrZoeHyde,@DrZoeHyde,69241
@WorldBankKenya,@WorldBankKenya,61498
@VancouverSun,@VancouverSun,276374
@Elimpactoinform,@Elimpactoinform,1365
@ErikaWatersPhD,@ErikaWatersPhD,433
@NeftaJaen19PA,@NeftaJaen19PA,6534
@BasFilippini,@BasFilippini,6341
@Prof_Sevak,@Prof_Sevak,968
@jmtaylor1977,@jmtaylor1977,286
@NewstalkFM,@NewstalkFM,284064
@ebisawa_akane,@ebisawa_akane,3595
@TelanganaToday,@TelanganaToday,253655
@NHChurches,@NHChurches,199
@BMGFIndia,@BMGFIndia,209559
@XanthisSuarez,@XanthisSuarez,2257
@crypto_tripti,@crypto_tripti,16
@Jul101Vie,@Jul101Vie,1953
@bkeithb,@bkeithb,1985
@wapha_phns,@wapha_phns,1081
@care_kirsty,@care_kirsty,367
@AVocalistsRival,@AVocalistsRival,1202
@SalvadorTous,@SalvadorTous,686
@katjanouch,@katjanouch,69691
@ServusPecum,@ServusPecum,5854
@riotgrandma72,@riotgrandma72,6339
@ComiteRaoult,@ComiteRaoult,2766
@optimismworks00,@optimismworks00,2122
@portalVALENTlNA,@portalVALENTlNA,282
@Antena3Galicia,@Antena3Galicia,6464
@Laurie_Garrett,@Laurie_Garrett,257460
@Saludtarapaca,@Saludtarapaca,10073
@VoiceOfLibertyN,@VoiceOfLibertyN,1466
@sillymickel,@sillymickel,51419
@robynsch,@robynsch,2739
@washingtonpost,@washingtonpost,19087969
@TuskerAI,@TuskerAI,16
@CiiaqapLFraser,@CiiaqapLFraser,1706
@agy_lena,@agy_lena,5037
@DigiThane,@DigiThane,23869
@palbergstrom,@palbergstrom,3083
@jcjackson68,@jcjackson68,2500
@elDiarioAR,@elDiarioAR,41763
@ValoisAngelo,@ValoisAngelo,658
@contagemcorona1,@contagemcorona1,35437
@RIGHTtoCONSENT,@RIGHTtoCONSENT,2320
@420rudra,@420rudra,2735
@PreislerKa,@PreislerKa,15019
@safoodbank,@safoodbank,15157
@Sir_Pixels,@Sir_Pixels,4596
@luminiux,@luminiux,92519
@MontcoPA,@MontcoPA,18105
@JWatch,@JWatch,48832
@RevelationsAds,@RevelationsAds,24
@macjbby,@macjbby,1534
@Leedsleeds66,@Leedsleeds66,1278
@dsmdexter,@dsmdexter,232
@ZipmexTH,@ZipmexTH,15032
@ACNURamericas,@ACNURamericas,106632
@Rach_LaDawn,@Rach_LaDawn,226
@living_sweden,@living_sweden,2571
@res1staffing,@res1staffing,251
@LauCuk,@LauCuk,10869
@silvianietos3,@silvianietos3,11897
@NotOneMoreBlock,@NotOneMoreBlock,2013
@BermanNDP,@BermanNDP,2049
@ampincivero,@ampincivero,9647
@Pueblaonline,@Pueblaonline,72269
@BcuChloe,@BcuChloe,609
@ActualYucatan,@ActualYucatan,381
@StephaneAtlan_,@StephaneAtlan_,1017
@1GlobalAcademy,@1GlobalAcademy,4825
@Tashasissi,@Tashasissi,828
@mxphone,@mxphone,9384
@DerprosaFilm,@DerprosaFilm,3097
@RemainRevoke,@RemainRevoke,1898
@NewsroomGC,@NewsroomGC,72526
@sharemylesson,@sharemylesson,14158
@Knewz_Currently,@Knewz_Currently,1612
@CpMeena731,@CpMeena731,1055
@MVMNoticias,@MVMNoticias,26206
@Dpm_Chile2020,@Dpm_Chile2020,970
@CHINA_PICTORIAL,@CHINA_PICTORIAL,2262
@healthactionnc,@healthactionnc,3249
@RealSexyCyborg,@RealSexyCyborg,199220
@Mvfaraldo,@Mvfaraldo,1315
@DrMattBinnicker,@DrMattBinnicker,2859
@koreatimescokr,@koreatimescokr,37788
@euribem,@euribem,2811
@AusPublicHealth,@AusPublicHealth,24517
@StanfordSAPARC,@StanfordSAPARC,4384
@DerpaCL,@DerpaCL,321
@ELSOOrg,@ELSOOrg,11095
@Norlaine,@Norlaine,8626
@antao_em,@antao_em,1057
@InfoPEI,@InfoPEI,27804
@leoniedelt,@leoniedelt,8557
@medic2RN_RJC,@medic2RN_RJC,7948
@gravamen_,@gravamen_,111
@SaudePE,@SaudePE,9014
@juliaioffe,@juliaioffe,409094
@JewishVoice,@JewishVoice,23169
@ElsaJade3,@ElsaJade3,230
@SaudeMG,@SaudeMG,7497
@amuesemang,@amuesemang,146
@WFPAsiaPacific,@WFPAsiaPacific,12464
@AlgoaFMNews,@AlgoaFMNews,28493
@multikultivator,@multikultivator,5309
@ISSA_ECD,@ISSA_ECD,1844
@DarrigoMelanie,@DarrigoMelanie,20510
@Whittier_Boston,@Whittier_Boston,623
@musichistorylaw,@musichistorylaw,3968
@timesofindia,@timesofindia,14400285
@teachertwit2,@teachertwit2,6851
@IzzieKraft,@IzzieKraft,560
@Ingojacks,@Ingojacks,2376
@NHS_Lothian,@NHS_Lothian,31498
@detikHealth,@detikHealth,1837013
@FiggeLukas,@FiggeLukas,1766
@Tim_jbo,@Tim_jbo,15463
@NohaAboelataMD,@NohaAboelataMD,632
@DonnaYoungDC,@DonnaYoungDC,10487
@lifestyle_ie,@lifestyle_ie,6581
@bin3ry,@bin3ry,1223
@farhanindian,@farhanindian,1712
@PIBAhmedabad,@PIBAhmedabad,35577
@PioneerLab,@PioneerLab,68
@upmtelehealth,@upmtelehealth,867
@Paola_A_Ardiles,@Paola_A_Ardiles,3089
@ActionOttawa,@ActionOttawa,599
@UNAM_MX,@UNAM_MX,3354330
@TorontoStar,@TorontoStar,1138739
@MEROMERMX,@MEROMERMX,1067
@joyb37,@joyb37,924
@ahmad12_shara,@ahmad12_shara,261
@jamiesmurmur,@jamiesmurmur,8646
@mdntvlive,@mdntvlive,25573
@RostovNoticias,@RostovNoticias,452
@winter_canada,@winter_canada,2519
@SaintEd61,@SaintEd61,6554
@ResidentsCorner,@ResidentsCorner,5531
@IMV1841,@IMV1841,283
@tempoweb,@tempoweb,92390
@CatedraIDG_UPF,@CatedraIDG_UPF,1497
@zeikonline,@zeikonline,2209
@RussellEngland,@RussellEngland,3030
@RichardKing633,@RichardKing633,4394
@NoraHeuer,@NoraHeuer,842
@SpinItSocial,@SpinItSocial,3499
@AstroTogger,@AstroTogger,541
@SuzanneK23,@SuzanneK23,518
@kaneelkoffje,@kaneelkoffje,4597
@MomKP22,@MomKP22,510
@ChinaBritain,@ChinaBritain,9719
@georgiancollege,@georgiancollege,19120
@neweuropegr,@neweuropegr,40
@LoveLockdown100,@LoveLockdown100,390
@YvesBest,@YvesBest,72
@PacificVentury,@PacificVentury,20
@bloomfilters,@bloomfilters,4241
@EdicionMedCOL,@EdicionMedCOL,858
@ErenaBordeaux,@ErenaBordeaux,782
@IrshadMemoona,@IrshadMemoona,50
@SleepySlother,@SleepySlother,622
@Thefinnigans,@Thefinnigans,5550
@breakfwree,@breakfwree,8240
@Jefiner68,@Jefiner68,11492
@suky01,@suky01,2623
@tony_webber,@tony_webber,1155
@jf_darwin,@jf_darwin,5294
@hughosmond,@hughosmond,40850
@husmani91,@husmani91,3335
@stigmabase,@stigmabase,948
@ghostcatbce,@ghostcatbce,2122
@Randeep_Sisodia,@Randeep_Sisodia,1387
@VtvGujarati,@VtvGujarati,367773
@ProjsRajgarh,@ProjsRajgarh,4569
@ItsInTheDNA,@ItsInTheDNA,5422
@IridescentAshes,@IridescentAshes,1193
@CANAL44TV,@CANAL44TV,165463
@Denise_Old_Lady,@Denise_Old_Lady,6632
@stephanielangel,@stephanielangel,6198
@photolator,@photolator,331
@voaurdu,@voaurdu,258127
@mondo_economico,@mondo_economico,258
@Papillo76566423,@Papillo76566423,2650
@ConsulmexFila,@ConsulmexFila,2861
@NeverIsolated,@NeverIsolated,737
@christinayiotis,@christinayiotis,3770
@PetarVodogaz,@PetarVodogaz,453
@drtimothyli,@drtimothyli,3
@erinmanalo,@erinmanalo,2130
@geekwire,@geekwire,166196
@MicktheStick99,@MicktheStick99,407
@leonysradio,@leonysradio,2473
@KPCResearch,@KPCResearch,18832
@SeleneElara,@SeleneElara,170
@Steven_Tober,@Steven_Tober,2427
@lisa_iannattone,@lisa_iannattone,32605
@NjLadyred,@NjLadyred,1748
@investonline_in,@investonline_in,1056
@rojayobrera,@rojayobrera,1476
@cocobelladoodle,@cocobelladoodle,5081
@theaseanpost,@theaseanpost,6719
@rivm,@rivm,226654
@UmmahWolf2,@UmmahWolf2,952
@CookCoHealth,@CookCoHealth,7420
@drkerrynphelps,@drkerrynphelps,69538
@NikTheCotra,@NikTheCotra,106
@dksxxddiess__,@dksxxddiess__,500
@IGUANODON77,@IGUANODON77,1098
@lisammc22,@lisammc22,385
@a_klofat,@a_klofat,754
@primbudsschool,@primbudsschool,107
@johnwenger9,@johnwenger9,2745
@epistolitas,@epistolitas,2490
@UKHSA,@UKHSA,523997
@FarmaciaG2,@FarmaciaG2,5436
@pauvreencolere,@pauvreencolere,3308
@AtomsDNA,@AtomsDNA,1743
@PeacePalaceKH,@PeacePalaceKH,13062
@Jaswanarth,@Jaswanarth,2430
@path2shah,@path2shah,3018
@Outlookindia,@Outlookindia,238343
@wgtc_site,@wgtc_site,45406
@NELincsCCG,@NELincsCCG,5027
@ecfr,@ecfr,92379
@ukwondering,@ukwondering,1304
@ruthmkb,@ruthmkb,5070
@AlisonWildlife,@AlisonWildlife,1099
@ChanasitJonas,@ChanasitJonas,33092
@faznet,@faznet,747546
@Annashire2,@Annashire2,527
@joefulgham,@joefulgham,920
@acmoorephd,@acmoorephd,2174
@MysteryCr8tve,@MysteryCr8tve,10457
@calledtotheblah,@calledtotheblah,1205
@PediatriaBalear,@PediatriaBalear,4250
@DialoguesMECFS,@DialoguesMECFS,1458
@CyprusPIO,@CyprusPIO,13822
@alberto_roman83,@alberto_roman83,428
@iwelsh,@iwelsh,4479
@nicfrakesjourno,@nicfrakesjourno,1603
@d_a_keldsen,@d_a_keldsen,2755
@liz_langfield,@liz_langfield,4294
@MavrikM221,@MavrikM221,43
@IchRechMichUff,@IchRechMichUff,208
@MumbaiLiveNews,@MumbaiLiveNews,17368
@deBeaumontFndtn,@deBeaumontFndtn,9243
@senegaldirect,@senegaldirect,15036
@Pacific_Dialog,@Pacific_Dialog,11193
@RipperJacqthe,@RipperJacqthe,5332
@mspro,@mspro,22842
@ANCALERTS,@ANCALERTS,5200186
@OzbatRisa,@OzbatRisa,4025
@BulletinAtomic,@BulletinAtomic,69207
@ockhams,@ockhams,12614
@13Brinf_mot,@13Brinf_mot,1413
@petertomasi1,@petertomasi1,2159
@DrMaireadDB,@DrMaireadDB,6435
@esbi_isanuebe,@esbi_isanuebe,1132
@HabarizaUN,@HabarizaUN,1429
@ShireenJ,@ShireenJ,1623
@NewsNltv,@NewsNltv,341
@KSNatePilling,@KSNatePilling,1199
@JohnRDallasJr,@JohnRDallasJr,9119
@healthgovau,@healthgovau,134158
@UlsterNY,@UlsterNY,2069
@UncensoredTRVTH,@UncensoredTRVTH,28
@EmmaLK,@EmmaLK,8542
@mpukita,@mpukita,48354
@the_judas_tree,@the_judas_tree,1375
@csmith13131314,@csmith13131314,139
@MorenaSenadores,@MorenaSenadores,48689
@TheTribune2020,@TheTribune2020,3580
@SabineVdL,@SabineVdL,31525
@CAMPAIGNFORCARE,@CAMPAIGNFORCARE,2748
@jamecancerdoc,@jamecancerdoc,7784
@Der_Fumpinator,@Der_Fumpinator,4395
@24_morelos,@24_morelos,35018
@oscaratienza,@oscaratienza,11683
@Wally44,@Wally44,2024
@kavitapmd,@kavitapmd,43184
@MrMagicMark,@MrMagicMark,7
@LaTribunahn,@LaTribunahn,299496
@LUArlp,@LUArlp,1481
@psamachar1,@psamachar1,1149
@BettyBuckley,@BettyBuckley,61885
@CIoJournalist,@CIoJournalist,2576
@Chi_Curmudgeon,@Chi_Curmudgeon,960
@YooHooHippyLady,@YooHooHippyLady,1477
@pmonies,@pmonies,6409
@TheAKGuy,@TheAKGuy,86554
@vickyyyf,@vickyyyf,14153
@LCKScotland,@LCKScotland,1497
@JCainBlox,@JCainBlox,850
@PTTVOnlineNews,@PTTVOnlineNews,1759938
@sandy06906,@sandy06906,10804
@EnfoqueNoticias,@EnfoqueNoticias,50628
@fr_hossain,@fr_hossain,4846
@dsue1441_re,@dsue1441_re,13685
@real_GGoswami,@real_GGoswami,2990
@BarbaraMasel,@BarbaraMasel,194
@judehaste_write,@judehaste_write,20622
@Anacrusis78,@Anacrusis78,69
@RajeevK78325493,@RajeevK78325493,931
@altitis,@altitis,146
@miob1781,@miob1781,6170
@IdeaGov,@IdeaGov,28323
@vaxine_news,@vaxine_news,6630
@Haryana_YC,@Haryana_YC,37461
@devisridhar,@devisridhar,323843
@TsioutisC,@TsioutisC,3071
@natashakhanhk,@natashakhanhk,18365
@Act4Freedom2021,@Act4Freedom2021,256
@mlungisi_nyembe,@mlungisi_nyembe,270
@grahamwalker,@grahamwalker,21786
@MichaelRynne1,@MichaelRynne1,1006
@MalcolmChishol1,@MalcolmChishol1,8544
@LeParede_n,@LeParede_n,143
@EvelynSalgadoP,@EvelynSalgadoP,28328
@revistamassana,@revistamassana,541
@scottachange,@scottachange,1020
@theglobalfight,@theglobalfight,6070
@Gerald_Parant,@Gerald_Parant,89
@AsiliAnga,@AsiliAnga,321
@RoyalHoeliness,@RoyalHoeliness,9687
@SanjDeep7,@SanjDeep7,602
@NHLBI_Translate,@NHLBI_Translate,3649
@NWADACenter,@NWADACenter,1157
@PGPapanikolaou,@PGPapanikolaou,55707
@FerVilchisMx,@FerVilchisMx,17937
@AnonimoSV503,@AnonimoSV503,38026
@JessCaitReid,@JessCaitReid,3111
@SemanarioU,@SemanarioU,76300
@pettet50,@pettet50,2632
@kentjlewis,@kentjlewis,6342
@Marc_Veld,@Marc_Veld,5054
@vinivinidogo,@vinivinidogo,1600
@TheAgenda_SABC,@TheAgenda_SABC,32130
@AertbyLisa,@AertbyLisa,601
@Memyselfandmoi,@Memyselfandmoi,1177
@Jolly57La,@Jolly57La,701
@F_I_Briest,@F_I_Briest,8828
@JerryBuchko,@JerryBuchko,1130
@QuickTechPro,@QuickTechPro,49
@amihi95na,@amihi95na,2285
@WHO_Zimbabwe,@WHO_Zimbabwe,18660
@NationAfrica,@NationAfrica,2886378
@iyoba4u,@iyoba4u,147210
@thehill,@thehill,4338255
@dialogueCHN_FRA,@dialogueCHN_FRA,1084
@ReporteYa,@ReporteYa,983584
@SavitriTaylor,@SavitriTaylor,1753
@MonashNutrition,@MonashNutrition,3684
@Martiprime,@Martiprime,2332
@GuptaReloaded,@GuptaReloaded,144
@TeamRobOFC,@TeamRobOFC,545
@younix,@younix,380
@Jacq_Williams,@Jacq_Williams,1154
@older_white,@older_white,587
@swinoujscie,@swinoujscie,1844
@VincentGranier,@VincentGranier,8963
@OhmsLaw78,@OhmsLaw78,1193
@mauriciohofmann,@mauriciohofmann,13948
@Riya_love_Tiya,@Riya_love_Tiya,17
@janhit_times,@janhit_times,424
@An2Cr2ll27,@An2Cr2ll27,24
@CSSPanama,@CSSPanama,142521
@ai6yrham,@ai6yrham,33543
@Dorje_sDooing,@Dorje_sDooing,2149
@nglmnn,@nglmnn,1905
@AmeliaMLl,@AmeliaMLl,587
@MallyInMind,@MallyInMind,619
@Tagg13,@Tagg13,148
@valfromrome,@valfromrome,2376
@cauquenesnet,@cauquenesnet,4253
@holmescnn,@holmescnn,37533
@KHONnews,@KHONnews,130209
@sheimkelly,@sheimkelly,3237
@docbmt,@docbmt,292
@ennui365,@ennui365,6540
@CranleighSJA,@CranleighSJA,670
@ODPRN_Research,@ODPRN_Research,2401
@Nefrologialapaz,@Nefrologialapaz,591
@msaludpy,@msaludpy,569942
@calgaryherald,@calgaryherald,205691
@NeumoMadrid,@NeumoMadrid,13623
@nextradio_ug,@nextradio_ug,192286
@leJDD,@leJDD,439510
@ShikhaJainMD,@ShikhaJainMD,13683
@la_patilla,@la_patilla,7358321
@AldiomeMisiones,@AldiomeMisiones,226
@transcultura,@transcultura,1135
@Sanjay25_,@Sanjay25_,11346
@APSAD_DAR,@APSAD_DAR,2226
@EdTrust,@EdTrust,99685
@CFarmaceutico,@CFarmaceutico,40597
@DmmsFrontierMis,@DmmsFrontierMis,637
@klinik_einkauf,@klinik_einkauf,349
@kongkxty,@kongkxty,139
@Occ4LifeLtd,@Occ4LifeLtd,3037
@OmerFreixa,@OmerFreixa,6455
@CarloGrims,@CarloGrims,3187
@TheDukeofHagar,@TheDukeofHagar,677
@Ginger0_021,@Ginger0_021,73
@DecksLower,@DecksLower,5574
@RobzezPierre,@RobzezPierre,292
@ThaBingBong,@ThaBingBong,29
@HHSGov,@HHSGov,1288042
@BryanDMcNally,@BryanDMcNally,11581
@mid_day,@mid_day,685849
@dcfpress,@dcfpress,401
@rickgladstone,@rickgladstone,9915
@HlthResearchBC,@HlthResearchBC,6372
@UvvcCanada,@UvvcCanada,62
@amdv77,@amdv77,3034
@ChattyCathyAU,@ChattyCathyAU,3132
@georgebrunomp,@georgebrunomp,710
@ResearchCda,@ResearchCda,7137
@msaludcr,@msaludcr,181587
@jiminey56386668,@jiminey56386668,2942
@AAPKaJitenderB,@AAPKaJitenderB,3722
@NeenaModi1,@NeenaModi1,7216
@ChrisMcCandl,@ChrisMcCandl,5619
@MSF_ITALIA,@MSF_ITALIA,326691
@lad2021_london,@lad2021_london,236
@Spikopathy,@Spikopathy,117
@CJ77944664,@CJ77944664,90
@Tourism_Update,@Tourism_Update,27142
@alvinrio_1501,@alvinrio_1501,4782
@Sarasearching,@Sarasearching,2039
@333flowerz,@333flowerz,660
@meira_kumar,@meira_kumar,68640
@primfisio,@primfisio,3162
@Oftenpoften,@Oftenpoften,838
@MinistereComCG,@MinistereComCG,8280
@KTLA,@KTLA,882541
@ysuca91siete,@ysuca91siete,14380
@SarenVzla,@SarenVzla,18351
@FarazFallahi,@FarazFallahi,1916
@IExpressSports,@IExpressSports,88558
@MarkSteynOnline,@MarkSteynOnline,286141
@financepost_in,@financepost_in,2764
@Pcasbri,@Pcasbri,3588
@GINGERRPPL,@GINGERRPPL,1390
@letsbuildgarden,@letsbuildgarden,73
@Menno741,@Menno741,50
@CNNBrasil,@CNNBrasil,1717071
@RevistaZer,@RevistaZer,118
@liqian_ren,@liqian_ren,3206
@PacViejo,@PacViejo,886
@1967_CheGuevara,@1967_CheGuevara,22
@PontealDiaRTVC,@PontealDiaRTVC,75
@ravi_b_parikh,@ravi_b_parikh,1856
@MMEPINYC,@MMEPINYC,422
@Leopard212,@Leopard212,18234
@tuli_by,@tuli_by,154
@CodelcoChile,@CodelcoChile,222942
@correiodeminas,@correiodeminas,1720
@raykwong,@raykwong,54515
@CyresKenneth,@CyresKenneth,5109
